@relation 'IM_auto-status_intelligibility-weka.filters.unsupervised.attribute.Remove-R105-118,121-weka.filters.unsupervised.attribute.Remove-R106-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ChiSquaredAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 10-weka.filters.unsupervised.attribute.Remove-R3'

@attribute timeSinceLastOMsg numeric
@attribute log(lastOMsg) numeric
@attribute KBCountFeature(60) numeric
@attribute log(KBCountFeature(60)) numeric
@attribute KBCountFeature(30) numeric
@attribute log(KBCountFeature(30)) numeric
@attribute Focus {'out of focus','in focus'}
@attribute UserInputCountFeature(120) numeric
@attribute log(UserInputCountFeature(120)) numeric
@attribute _future_respondedWithin(60) {0,1}

@data
15,1.20412,0,0,0,0,'out of focus',0,0,0
5,0.778151,0,0,0,0,'out of focus',0,0,0
4,0.69897,0,0,0,0,'out of focus',0,0,1
16,1.230449,0,0,0,0,'out of focus',0,0,1
4,0.69897,0,0,0,0,'out of focus',0,0,1
7,0.90309,0,0,0,0,'in focus',0,0,1
12,1.113943,0,0,0,0,'out of focus',0,0,0
1,0.30103,0,0,0,0,'in focus',0,0,1
4,0.69897,0,0,0,0,'in focus',0,0,1
8,0.954243,0,0,0,0,'out of focus',0,0,0
49,1.69897,0,0,0,0,'out of focus',0,0,1
81,1.913814,0,0,0,0,'out of focus',0,0,1
12,1.113943,0,0,0,0,'out of focus',0,0,0
14,1.176091,0,0,0,0,'out of focus',0,0,1
38,1.591065,0,0,0,0,'out of focus',0,0,1
9,1,0,0,0,0,'out of focus',0,0,0
47,1.681241,0,0,0,0,'out of focus',0,0,1
6,0.845098,0,0,0,0,'out of focus',0,0,1
92,1.968483,0,0,0,0,'out of focus',0,0,1
118,2.075547,0,0,0,0,'out of focus',0,0,1
6,0.845098,0,0,0,0,'out of focus',0,0,1
9,1,0,0,0,0,'in focus',0,0,1
1,0.30103,0,0,0,0,'in focus',0,0,1
278,2.445604,0,0,0,0,'out of focus',0,0,0
6,0.845098,0,0,0,0,'out of focus',0,0,1
6,0.845098,0,0,0,0,'out of focus',0,0,0
40,1.612784,0,0,0,0,'out of focus',0,0,1
12,1.113943,0,0,0,0,'out of focus',0,0,0
14,1.176091,0,0,0,0,'out of focus',0,0,0
3,0.60206,0,0,0,0,'in focus',0,0,1
8,0.954243,0,0,0,0,'in focus',0,0,1
6,0.845098,0,0,0,0,'out of focus',0,0,0
3379,3.528917,0,0,0,0,'out of focus',17,1.255273,0
11,1.079181,119,2.079181,116,2.068186,'in focus',1246,3.095866,1
36,1.568202,145,2.164353,0,0,'out of focus',874,2.942008,0
4,0.69897,13,1.146128,13,1.146128,'in focus',1269,3.103804,1
5,0.778151,31,1.50515,31,1.50515,'in focus',1242,3.094471,1
3,0.60206,134,2.130334,128,2.11059,'out of focus',1930,3.285782,0
10,1.041393,125,2.100371,110,2.045323,'in focus',1733,3.239049,1
16,1.230449,126,2.103804,10,1.041393,'out of focus',1090,3.037825,0
22,1.361728,101,2.0086,10,1.041393,'out of focus',1075,3.031812,0
3304,3.519171,41,1.623249,41,1.623249,'out of focus',1117,3.048442,0
3315,3.520615,44,1.653213,44,1.653213,'out of focus',1213,3.084219,0
18,1.278754,101,2.0086,74,1.875061,'in focus',3457,3.538825,1
29,1.477121,144,2.161368,46,1.672098,'in focus',3238,3.510411,1
36,1.568202,146,2.167317,5,0.778151,'out of focus',1034,3.01494,1
46,1.672098,82,1.919078,4,0.69897,'in focus',1043,3.018701,1
33,1.531479,70,1.851258,63,1.80618,'out of focus',1481,3.170848,0
42,1.633468,70,1.851258,58,1.770852,'out of focus',1536,3.186674,0
12,1.113943,102,2.012837,64,1.812913,'in focus',791,2.898725,1
17,1.255273,102,2.012837,47,1.681241,'in focus',601,2.779596,1
38,1.591065,106,2.029384,30,1.491362,'in focus',469,2.672098,1
22,1.361728,147,2.170262,46,1.672098,'in focus',249,2.39794,1
41,1.623249,147,2.170262,42,1.633468,'in focus',258,2.4133,1
5,0.778151,128,2.11059,92,1.968483,'in focus',261,2.418301,1
41,1.623249,149,2.176091,57,1.763428,'in focus',302,2.481443,1
7,0.90309,124,2.09691,85,1.934498,'in focus',279,2.447158,1
27,1.447158,114,2.060698,7,0.90309,'in focus',240,2.382017,1
2,0.477121,100,2.004321,43,1.643453,'in focus',247,2.394452,1
24,1.39794,123,2.093422,52,1.724276,'in focus',266,2.426511,1
10,1.041393,128,2.11059,76,1.886491,'in focus',265,2.424882,1
28,1.462398,98,1.995635,11,1.079181,'in focus',208,2.320146,1
6,0.845098,82,1.919078,47,1.681241,'in focus',255,2.40824,1
14,1.176091,97,1.991226,69,1.845098,'out of focus',617,2.790988,1
15,1.20412,86,1.939519,11,1.079181,'out of focus',1075,3.031812,1
1,0.30103,79,1.90309,68,1.838849,'out of focus',1508,3.178689,0
605,2.782473,53,1.732394,46,1.672098,'out of focus',2118,3.326131,1
10,1.041393,89,1.954243,47,1.681241,'out of focus',1496,3.175222,1
19,1.30103,116,2.068186,50,1.70757,'out of focus',1093,3.039017,1
22,1.361728,122,2.089905,55,1.748188,'out of focus',1019,3.0086,1
14,1.176091,76,1.886491,21,1.342423,'in focus',633,2.802089,1
23,1.380211,80,1.908485,40,1.612784,'out of focus',188,2.276462,0
4,0.69897,106,2.029384,79,1.90309,'in focus',2601,3.415307,1
55,1.748188,16,1.230449,5,0.778151,'out of focus',2185,3.33965,1
79,1.90309,12,1.113943,4,0.69897,'out of focus',3175,3.50188,1
15,1.20412,34,1.544068,30,1.491362,'out of focus',3146,3.497897,0
9,1,248,2.396199,109,2.041393,'in focus',619,2.792392,1
13,1.146128,248,2.396199,87,1.944483,'in focus',612,2.78746,1
78,1.897627,134,2.130334,76,1.886491,'out of focus',934,2.970812,1
14,1.176091,83,1.924279,75,1.880814,'out of focus',3189,3.503791,1
76,1.886491,0,0,0,0,'out of focus',3259,3.513218,1
90,1.959041,5,0.778151,5,0.778151,'in focus',3102,3.491782,1
99,2,22,1.361728,22,1.361728,'in focus',2764,3.441695,1
5,0.778151,29,1.477121,29,1.477121,'in focus',2746,3.438859,1
20,1.322219,29,1.477121,7,0.90309,'in focus',2686,3.429268,1
29,1.477121,62,1.799341,37,1.579784,'in focus',2399,3.380211,1
1,0.30103,132,2.123852,108,2.037427,'in focus',1926,3.284882,0
33,1.531479,108,2.037427,0,0,'in focus',1223,3.087781,1
7,0.90309,30,1.491362,30,1.491362,'out of focus',365,2.563481,1
6,0.845098,157,2.198657,127,2.10721,'in focus',576,2.761176,1
11,1.079181,162,2.212188,97,1.991226,'out of focus',522,2.718502,1
38,1.591065,98,1.995635,1,0.30103,'out of focus',1578,3.198382,1
22,1.361728,53,1.732394,44,1.653213,'out of focus',1771,3.248464,1
33,1.531479,54,1.740363,1,0.30103,'out of focus',1620,3.209783,1
53,1.732394,41,1.623249,5,0.778151,'in focus',2151,3.332842,1
54,1.740363,79,1.90309,0,0,'out of focus',2134,3.329398,1
69,1.845098,49,1.69897,11,1.079181,'in focus',2392,3.378943,1
17,1.255273,20,1.322219,20,1.322219,'out of focus',3030,3.481586,0
5,0.778151,52,1.724276,52,1.724276,'in focus',257,2.41162,1
7,0.90309,52,1.724276,52,1.724276,'in focus',257,2.41162,1
3,0.60206,67,1.832509,15,1.20412,'in focus',272,2.436163,0
26,1.431364,15,1.20412,2,0.477121,'in focus',272,2.436163,0
12,1.113943,11,1.079181,11,1.079181,'out of focus',2148,3.332236,1
11,1.079181,55,1.748188,44,1.653213,'out of focus',2721,3.434888,1
15,1.20412,96,1.986772,52,1.724276,'out of focus',2637,3.421275,1
25,1.414973,191,2.283301,108,2.037427,'in focus',1993,3.299725,1
4,0.69897,215,2.334454,115,2.064458,'in focus',1695,3.229426,1
8,0.954243,181,2.260071,102,2.012837,'out of focus',1382,3.140822,1
27,1.447158,102,2.012837,23,1.380211,'out of focus',1470,3.167613,1
35,1.556303,102,2.012837,0,0,'out of focus',1644,3.216166,1
1,0.30103,73,1.869232,69,1.845098,'in focus',1535,3.186391,1
16,1.230449,132,2.123852,101,2.0086,'out of focus',1856,3.268812,1
62,1.799341,309,2.491362,232,2.367356,'out of focus',1240,3.093772,1
3,0.60206,177,2.25042,51,1.716003,'in focus',2550,3.40671,1
6,0.845098,209,2.322219,85,1.934498,'in focus',2085,3.319314,1
15,1.20412,129,2.113943,42,1.633468,'out of focus',2064,3.31492,1
19,1.30103,118,2.075547,42,1.633468,'in focus',2177,3.338058,1
13,1.146128,107,2.033424,65,1.819544,'in focus',1695,3.229426,1
19,1.30103,107,2.033424,59,1.778151,'in focus',1677,3.224792,1
16,1.230449,142,2.155336,101,2.0086,'out of focus',1509,3.178977,1
14,1.176091,217,2.338456,150,2.178977,'in focus',1173,3.069668,1
14,1.176091,146,2.167317,58,1.770852,'out of focus',983,2.992995,0
65,1.819544,32,1.518514,32,1.518514,'out of focus',1261,3.101059,1
89,1.954243,46,1.672098,14,1.176091,'in focus',1483,3.171434,1
100,2.004321,46,1.672098,14,1.176091,'in focus',1411,3.149835,1
13,1.146128,18,1.278754,4,0.69897,'out of focus',1807,3.257198,1
23,1.380211,110,2.045323,96,1.986772,'out of focus',1995,3.300161,1
7,0.90309,130,2.117271,92,1.968483,'in focus',1823,3.261025,1
4,0.69897,122,2.089905,77,1.892095,'out of focus',1735,3.23955,0
38,1.591065,45,1.662758,0,0,'out of focus',1538,3.187239,0
17,1.255273,107,2.033424,37,1.579784,'in focus',713,2.853698,1
37,1.579784,158,2.201397,43,1.643453,'in focus',985,2.993877,1
48,1.690196,145,2.164353,66,1.826075,'in focus',993,2.997386,1
12,1.113943,146,2.167317,95,1.982271,'in focus',975,2.98945,0
38,1.591065,275,2.440909,148,2.173186,'in focus',988,2.995196,0
3,0.60206,174,2.243038,60,1.78533,'out of focus',912,2.960471,1
23,1.380211,162,2.212188,39,1.60206,'in focus',1193,3.077004,0
2,0.477121,70,1.851258,70,1.851258,'in focus',70,1.851258,1
16,1.230449,85,1.934498,80,1.908485,'out of focus',680,2.833147,0
27,1.447158,158,2.201397,7,0.90309,'in focus',414,2.618048,1
6,0.845098,88,1.94939,65,1.819544,'in focus',411,2.614897,1
100,2.004321,0,0,0,0,'out of focus',460,2.663701,0
109,2.041393,0,0,0,0,'out of focus',421,2.625312,1
4,0.69897,40,1.612784,38,1.591065,'out of focus',357,2.553883,0
19,1.30103,88,1.94939,76,1.886491,'out of focus',660,2.820201,0
13,1.146128,188,2.276462,112,2.053078,'out of focus',862,2.936011,1
6,0.845098,193,2.287802,109,2.041393,'out of focus',734,2.866287,0
11,1.079181,96,1.986772,85,1.934498,'out of focus',736,2.867467,1
24,1.39794,99,2,35,1.556303,'out of focus',683,2.835056,1
35,1.556303,63,1.80618,1,0.30103,'out of focus',357,2.553883,0
40,1.612784,68,1.838849,0,0,'out of focus',565,2.752816,1
3,0.60206,19,1.30103,19,1.30103,'in focus',902,2.955688,1
33,1.531479,80,1.908485,0,0,'out of focus',1134,3.054996,1
7,0.90309,67,1.832509,50,1.70757,'in focus',1329,3.123852,1
6,0.845098,57,1.763428,54,1.740363,'in focus',1264,3.102091,1
12,1.113943,167,2.225309,113,2.056905,'in focus',858,2.933993,1
7,0.90309,199,2.30103,88,1.94939,'out of focus',823,2.915927,1
3,0.60206,64,1.812913,9,1,'in focus',757,2.879669,1
35,1.556303,118,2.075547,0,0,'out of focus',531,2.725912,1
58,1.770852,17,1.255273,0,0,'out of focus',1233,3.091315,1
16,1.230449,154,2.190332,95,1.982271,'out of focus',1760,3.245759,1
27,1.447158,189,2.278754,56,1.755875,'out of focus',1330,3.124178,0
33,1.531479,105,2.025306,0,0,'out of focus',1533,3.185825,0
59,1.778151,4,0.69897,0,0,'out of focus',1471,3.167908,0
8,0.954243,156,2.1959,70,1.851258,'out of focus',1657,3.219585,1
12,1.113943,95,1.982271,20,1.322219,'in focus',1384,3.14145,1
1,0.30103,99,2,36,1.568202,'out of focus',1164,3.066326,0
10,1.041393,144,2.161368,62,1.799341,'out of focus',776,2.890421,1
24,1.39794,108,2.037427,84,1.929419,'out of focus',899,2.954243,1
34,1.544068,124,2.09691,62,1.799341,'in focus',876,2.943,1
7,0.90309,151,2.181844,72,1.863323,'out of focus',808,2.907949,0
4,0.69897,177,2.25042,109,2.041393,'out of focus',845,2.92737,0
62,1.799341,104,2.021189,80,1.908485,'in focus',1285,3.109241,1
63,1.80618,0,0,0,0,'out of focus',1401,3.146748,1
76,1.886491,0,0,0,0,'out of focus',1424,3.153815,1
33,1.531479,88,1.94939,0,0,'out of focus',3070,3.48728,1
36,1.568202,84,1.929419,0,0,'in focus',3137,3.496653,1
53,1.732394,8,0.954243,0,0,'in focus',378,2.578639,1
9,1,147,2.170262,24,1.39794,'in focus',196,2.294466,1
11,1.079181,105,2.025306,30,1.491362,'in focus',216,2.33646,1
209,2.322219,43,1.643453,43,1.643453,'out of focus',3624,3.559308,1
38,1.591065,38,1.591065,0,0,'out of focus',501,2.700704,1
12,1.113943,139,2.146128,42,1.633468,'out of focus',871,2.940516,0
7,0.90309,146,2.167317,39,1.60206,'out of focus',2219,3.346353,1
22,1.361728,55,1.748188,46,1.672098,'out of focus',2024,3.306425,0
5,0.778151,10,1.041393,10,1.041393,'in focus',1456,3.16346,1
6,0.845098,55,1.748188,55,1.748188,'in focus',1354,3.131939,1
8,0.954243,55,1.748188,55,1.748188,'in focus',1255,3.09899,1
17,1.255273,108,2.037427,27,1.447158,'out of focus',641,2.807535,1
37,1.579784,37,1.579784,0,0,'in focus',665,2.823474,1
56,1.755875,14,1.176091,0,0,'in focus',533,2.727541,1
10,1.041393,6,0.845098,6,0.845098,'in focus',468,2.671173,1
11,1.079181,31,1.50515,25,1.414973,'out of focus',738,2.868644,1
15,1.20412,31,1.50515,25,1.414973,'out of focus',905,2.957128,1
17,1.255273,42,1.633468,17,1.255273,'out of focus',1119,3.049218,1
39,1.60206,81,1.913814,77,1.892095,'out of focus',1632,3.212986,1
54,1.740363,171,2.235528,136,2.136721,'out of focus',1699,3.230449,1
11,1.079181,169,2.230449,45,1.662758,'in focus',1208,3.082426,1
14,1.176091,83,1.924279,36,1.568202,'in focus',627,2.79796,1
32,1.518514,109,2.041393,34,1.544068,'in focus',557,2.746634,1
9,1,79,1.90309,43,1.643453,'out of focus',311,2.494155,1
19,1.30103,137,2.139879,101,2.0086,'out of focus',304,2.4843,1
34,1.544068,121,2.08636,84,1.929419,'out of focus',514,2.711807,1
4,0.69897,179,2.255273,85,1.934498,'out of focus',577,2.761928,0
44,1.653213,79,1.90309,0,0,'out of focus',1595,3.203033,1
62,1.799341,0,0,0,0,'in focus',1775,3.249443,1
12,1.113943,7,0.90309,7,0.90309,'out of focus',2207,3.343999,1
7,0.90309,175,2.245513,172,2.238046,'in focus',1513,3.180126,1
8,0.954243,131,2.120574,62,1.799341,'in focus',1468,3.167022,1
10,1.041393,125,2.100371,66,1.826075,'out of focus',1263,3.101747,0
6,0.845098,116,2.068186,112,2.053078,'in focus',1092,3.03862,1
17,1.255273,116,2.068186,80,1.908485,'in focus',686,2.836957,1
6,0.845098,189,2.278754,77,1.892095,'in focus',578,2.762679,1
27,1.447158,109,2.041393,51,1.716003,'in focus',564,2.752048,1
72,1.863323,130,2.117271,128,2.11059,'out of focus',2406,3.381476,1
13,1.146128,166,2.222716,42,1.633468,'out of focus',2542,3.405346,1
280,2.448706,90,1.959041,14,1.176091,'out of focus',517,2.71433,0
16,1.230449,184,2.267172,49,1.69897,'out of focus',1000,3.000434,1
9,1,156,2.1959,117,2.071882,'out of focus',1106,3.044148,1
18,1.278754,182,2.262451,122,2.089905,'out of focus',867,2.93852,1
6,0.845098,188,2.276462,91,1.963788,'out of focus',875,2.942504,1
21,1.342423,183,2.264818,63,1.80618,'in focus',781,2.893207,1
35,1.556303,160,2.206826,66,1.826075,'in focus',795,2.900913,1
12,1.113943,131,2.120574,74,1.875061,'out of focus',933,2.970347,0
16,1.230449,50,1.70757,13,1.146128,'out of focus',2928,3.466719,1
37,1.579784,85,1.934498,45,1.662758,'out of focus',1977,3.296226,1
13,1.146128,126,2.103804,82,1.919078,'in focus',1141,3.057666,1
9,1,170,2.232996,103,2.017033,'out of focus',957,2.981366,1
21,1.342423,165,2.220108,47,1.681241,'out of focus',375,2.575188,0
8,0.954243,67,1.832509,67,1.832509,'out of focus',1449,3.161368,0
72,1.863323,2,0.477121,0,0,'out of focus',2685,3.429106,1
5,0.778151,76,1.886491,75,1.880814,'in focus',2190,3.340642,1
33,1.531479,82,1.919078,0,0,'in focus',1465,3.166134,1
8,0.954243,119,2.079181,119,2.079181,'out of focus',1176,3.070776,1
7,0.90309,286,2.457882,116,2.068186,'in focus',693,2.841359,1
9,1,216,2.33646,64,1.812913,'out of focus',670,2.826723,0
20,1.322219,120,2.082785,10,1.041393,'out of focus',602,2.780317,0
155,2.193125,0,0,0,0,'out of focus',136,2.136721,0
23,1.380211,205,2.313867,145,2.164353,'in focus',2129,3.32838,1
6,0.845098,198,2.298853,82,1.919078,'out of focus',1229,3.089905,1
24,1.39794,114,2.060698,10,1.041393,'out of focus',1403,3.147367,1
25,1.414973,59,1.778151,27,1.447158,'out of focus',1024,3.010724,1
12,1.113943,69,1.845098,16,1.230449,'in focus',804,2.905796,1
42,1.633468,303,2.482874,150,2.178977,'out of focus',730,2.863917,0
6,0.845098,285,2.456366,114,2.060698,'out of focus',646,2.810904,0
17,1.255273,69,1.845098,62,1.799341,'out of focus',1116,3.048053,0
24,1.39794,102,2.012837,94,1.977724,'out of focus',1141,3.057666,0
128,2.11059,12,1.113943,12,1.113943,'out of focus',3090,3.490099,1
4,0.69897,54,1.740363,46,1.672098,'out of focus',3079,3.488551,0
61,1.792392,20,1.322219,20,1.322219,'out of focus',3711,3.569608,1
30,1.491362,35,1.556303,4,0.69897,'out of focus',3507,3.54506,1
51,1.716003,22,1.361728,11,1.079181,'in focus',3828,3.583085,1
0,0,99,2,93,1.973128,'out of focus',3124,3.49485,1
132,2.123852,13,1.146128,0,0,'out of focus',3118,3.494015,0
137,2.139879,0,0,0,0,'out of focus',3290,3.517328,0
6,0.845098,151,2.181844,40,1.612784,'in focus',1162,3.06558,1
3,0.60206,58,1.770852,47,1.681241,'in focus',919,2.963788,1
11,1.079181,47,1.681241,16,1.230449,'in focus',860,2.935003,1
1,0.30103,136,2.136721,129,2.113943,'out of focus',686,2.836957,0
18,1.278754,129,2.113943,77,1.892095,'out of focus',560,2.748963,0
87,1.944483,22,1.361728,22,1.361728,'out of focus',1219,3.08636,1
5,0.778151,36,1.568202,36,1.568202,'in focus',1806,3.256958,1
11,1.079181,113,2.056905,88,1.94939,'in focus',1942,3.288473,1
7,0.90309,141,2.152288,85,1.934498,'out of focus',2027,3.307068,1
5,0.778151,16,1.230449,16,1.230449,'in focus',359,2.556303,1
15,1.20412,48,1.690196,48,1.690196,'in focus',290,2.463893,1
32,1.518514,80,1.908485,0,0,'out of focus',518,2.715167,1
42,1.633468,68,1.838849,0,0,'in focus',686,2.836957,1
48,1.690196,40,1.612784,7,0.90309,'in focus',693,2.841359,1
32,1.518514,0,0,0,0,'out of focus',0,0,1
2,0.477121,0,0,0,0,'out of focus',0,0,0
7,0.90309,0,0,0,0,'out of focus',0,0,0
16,1.230449,0,0,0,0,'out of focus',0,0,0
50,1.70757,0,0,0,0,'out of focus',0,0,0
76,1.886491,41,1.623249,41,1.623249,'out of focus',727,2.862131,0
883,2.946452,11,1.079181,0,0,'out of focus',1663,3.221153,0
890,2.949878,0,0,0,0,'out of focus',1682,3.226084,0
94,1.977724,296,2.472756,100,2.004321,'out of focus',1602,3.204934,0
6,0.845098,108,2.037427,76,1.886491,'out of focus',1273,3.105169,0
73,1.869232,85,1.934498,85,1.934498,'out of focus',1695,3.229426,0
131,2.120574,0,0,0,0,'out of focus',1886,3.275772,1
12,1.113943,117,2.071882,87,1.944483,'out of focus',1460,3.16465,0
136,2.136721,112,2.053078,88,1.94939,'out of focus',1947,3.289589,1
10,1.041393,128,2.11059,34,1.544068,'in focus',1243,3.09482,1
282,2.451786,250,2.399674,121,2.08636,'out of focus',1149,3.060698,1
293,2.468347,248,2.396199,62,1.799341,'out of focus',1355,3.13226,1
304,2.4843,227,2.357935,35,1.556303,'in focus',1022,3.009876,1
2,0.477121,99,2,44,1.653213,'out of focus',828,2.918555,0
87,1.944483,284,2.454845,66,1.826075,'out of focus',1724,3.236789,1
104,2.021189,81,1.913814,61,1.792392,'out of focus',2071,3.31639,1
120,2.082785,68,1.838849,42,1.633468,'out of focus',2260,3.354301,1
138,2.143015,121,2.08636,58,1.770852,'in focus',2099,3.322219,1
28,1.462398,94,1.977724,8,0.954243,'out of focus',2007,3.302764,1
143,2.158362,69,1.845098,11,1.079181,'out of focus',2277,3.357554,0
520,2.716838,67,1.832509,58,1.770852,'out of focus',1686,3.227115,1
8,0.954243,85,1.934498,45,1.662758,'out of focus',1547,3.189771,1
17,1.255273,86,1.939519,39,1.60206,'out of focus',1796,3.254548,1
8,0.954243,115,2.064458,78,1.897627,'out of focus',1399,3.146128,0
27,1.447158,110,2.045323,51,1.716003,'out of focus',1524,3.18327,0
50,1.70757,104,2.021189,24,1.39794,'out of focus',1433,3.156549,0
91,1.963788,74,1.875061,28,1.462398,'out of focus',1610,3.207096,1
9,1,232,2.367356,89,1.954243,'out of focus',1144,3.058805,1
16,1.230449,82,1.919078,56,1.755875,'out of focus',1493,3.174351,1
5,0.778151,120,2.082785,64,1.812913,'in focus',1605,3.205746,1
16,1.230449,143,2.158362,79,1.90309,'in focus',1552,3.191171,1
289,2.462398,192,2.285557,172,2.238046,'out of focus',1830,3.262688,1
300,2.478567,184,2.267172,163,2.214844,'out of focus',2004,3.302114,1
318,2.503791,172,2.238046,0,0,'in focus',2059,3.313867,1
51,1.716003,184,2.267172,128,2.11059,'out of focus',1395,3.144885,1
54,1.740363,195,2.292256,132,2.123852,'out of focus',1376,3.138934,1
65,1.819544,189,2.278754,137,2.139879,'in focus',1294,3.11227,1
68,1.838849,189,2.278754,132,2.123852,'in focus',1211,3.083503,1
40,1.612784,149,2.176091,49,1.69897,'out of focus',1026,3.01157,0
90,1.959041,64,1.812913,4,0.69897,'out of focus',1968,3.294246,1
32,1.518514,129,2.113943,77,1.892095,'out of focus',2048,3.311542,1
5,0.778151,126,2.103804,35,1.556303,'in focus',2145,3.33163,1
13,1.146128,133,2.127105,85,1.934498,'out of focus',2213,3.345178,1
17,1.255273,155,2.193125,57,1.763428,'in focus',1910,3.281261,1
22,1.361728,130,2.117271,69,1.845098,'in focus',1827,3.261976,1
23,1.380211,172,2.238046,28,1.462398,'in focus',687,2.837588,1
5,0.778151,195,2.292256,129,2.113943,'in focus',358,2.555094,1
66,1.826075,84,1.929419,33,1.531479,'out of focus',1200,3.079543,0
72,1.863323,87,1.944483,84,1.929419,'out of focus',494,2.694605,0
174,2.243038,107,2.033424,59,1.778151,'out of focus',1567,3.195346,1
33,1.531479,67,1.832509,29,1.477121,'out of focus',1957,3.291813,1
5,0.778151,114,2.060698,68,1.838849,'out of focus',2172,3.33706,0
158,2.201397,38,1.591065,22,1.361728,'out of focus',1505,3.177825,1
175,2.245513,44,1.653213,22,1.361728,'out of focus',1419,3.152288,1
9,1,134,2.130334,80,1.908485,'out of focus',1092,3.03862,1
42,1.633468,120,2.082785,39,1.60206,'out of focus',948,2.977266,1
57,1.763428,82,1.919078,45,1.662758,'in focus',731,2.864511,1
63,1.80618,25,1.414973,8,0.954243,'out of focus',902,2.955688,0
92,1.968483,19,1.30103,4,0.69897,'out of focus',1455,3.163161,0
1467,3.166726,8,0.954243,8,0.954243,'out of focus',3270,3.514681,1
4,0.69897,26,1.431364,26,1.431364,'in focus',1765,3.246991,1
20,1.322219,112,2.053078,57,1.763428,'in focus',1560,3.193403,1
9,1,39,1.60206,22,1.361728,'in focus',1012,3.005609,1
4,0.69897,33,1.531479,33,1.531479,'out of focus',2110,3.324488,1
17,1.255273,30,1.491362,30,1.491362,'out of focus',2358,3.372728,1
30,1.491362,30,1.491362,0,0,'out of focus',2090,3.320354,1
9,1,262,2.419956,132,2.123852,'in focus',700,2.845718,1
2,0.477121,161,2.209515,61,1.792392,'in focus',701,2.846337,1
11,1.079181,122,2.089905,91,1.963788,'out of focus',868,2.93902,1
3,0.60206,176,2.247973,119,2.079181,'in focus',672,2.828015,1
4,0.69897,188,2.276462,111,2.049218,'out of focus',654,2.816241,0
67,1.832509,0,0,0,0,'out of focus',1997,3.300595,0
15,1.20412,69,1.845098,69,1.845098,'out of focus',2356,3.37236,0
23,1.380211,69,1.845098,45,1.662758,'out of focus',2567,3.409595,1
41,1.623249,209,2.322219,126,2.103804,'out of focus',2206,3.343802,1
68,1.838849,188,2.276462,70,1.851258,'out of focus',1752,3.243782,1
9,1,126,2.103804,60,1.78533,'out of focus',1700,3.230704,0
34,1.544068,108,2.037427,42,1.633468,'out of focus',1698,3.230193,1
9,1,147,2.170262,100,2.004321,'in focus',1789,3.252853,1
189,2.278754,99,2,64,1.812913,'out of focus',2228,3.34811,1
4,0.69897,125,2.100371,48,1.690196,'out of focus',2254,3.353147,0
15,1.20412,48,1.690196,48,1.690196,'out of focus',2394,3.379306,1
5,0.778151,54,1.740363,25,1.414973,'in focus',2505,3.398981,1
53,1.732394,18,1.278754,0,0,'in focus',1695,3.229426,1
1,0.30103,19,1.30103,13,1.146128,'in focus',1682,3.226084,1
5,0.778151,71,1.857333,71,1.857333,'out of focus',1570,3.196176,1
23,1.380211,71,1.857333,49,1.69897,'out of focus',1954,3.291147,1
2701,3.431685,234,2.371068,85,1.934498,'out of focus',2261,3.354493,1
2713,3.43361,192,2.285557,70,1.851258,'in focus',2232,3.348889,1
7,0.90309,164,2.217484,35,1.556303,'out of focus',2036,3.308991,1
33,1.531479,86,1.939519,51,1.716003,'out of focus',1724,3.236789,1
46,1.672098,98,1.995635,61,1.792392,'in focus',1661,3.220631,1
4,0.69897,124,2.09691,62,1.799341,'out of focus',2165,3.335658,1
5,0.778151,124,2.09691,62,1.799341,'out of focus',2197,3.342028,1
15,1.20412,152,2.184691,90,1.959041,'in focus',2416,3.383277,1
71,1.857333,4,0.69897,4,0.69897,'out of focus',1522,3.1827,1
5,0.778151,75,1.880814,68,1.838849,'out of focus',1121,3.049993,0
22,1.361728,145,2.164353,18,1.278754,'out of focus',1039,3.017033,0
935,2.971276,0,0,0,0,'out of focus',3395,3.530968,1
5,0.778151,5,0.778151,5,0.778151,'in focus',1743,3.241546,1
32,1.518514,59,1.778151,54,1.740363,'in focus',939,2.973128,1
8,0.954243,184,2.267172,86,1.939519,'out of focus',430,2.634477,0
17,1.255273,112,2.053078,25,1.414973,'out of focus',346,2.540329,1
5,0.778151,44,1.653213,19,1.30103,'out of focus',502,2.701568,1
9,1,122,2.089905,117,2.071882,'out of focus',852,2.930949,0
47,1.681241,183,2.264818,119,2.079181,'out of focus',3331,3.522705,0
853,2.931458,6,0.845098,6,0.845098,'out of focus',4855,3.686279,0
1037,3.016197,193,2.287802,173,2.240549,'out of focus',1238,3.093071,0
711,2.85248,118,2.075547,28,1.462398,'out of focus',8714,3.940267,1
10,1.041393,257,2.41162,113,2.056905,'out of focus',3672,3.565021,1
11,1.079181,215,2.334454,57,1.763428,'out of focus',2915,3.464788,1
17,1.255273,188,2.276462,64,1.812913,'in focus',2450,3.389343,1
3,0.60206,174,2.243038,71,1.857333,'out of focus',2042,3.310268,1
5,0.778151,174,2.243038,86,1.939519,'out of focus',1893,3.27738,1
7,0.90309,173,2.240549,115,2.064458,'out of focus',1913,3.281942,1
3,0.60206,181,2.260071,102,2.012837,'out of focus',1931,3.286007,1
15,1.20412,179,2.255273,76,1.886491,'out of focus',1724,3.236789,1
