@relation 'IM_auto-status_intelligibility-weka.filters.unsupervised.attribute.Remove-R105-118,121-weka.filters.unsupervised.attribute.Remove-R106-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ChiSquaredAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 10-weka.filters.unsupervised.attribute.Remove-R3'

@attribute timeSinceLastOMsg numeric
@attribute log(lastOMsg) numeric
@attribute KBCountFeature(60) numeric
@attribute log(KBCountFeature(60)) numeric
@attribute KBCountFeature(30) numeric
@attribute log(KBCountFeature(30)) numeric
@attribute Focus {'out of focus','in focus'}
@attribute UserInputCountFeature(120) numeric
@attribute log(UserInputCountFeature(120)) numeric
@attribute _future_respondedWithin(60) {0,1}

@data
32604,4.513284,212,2.32838,180,2.257679,'in focus',1569,3.1959,0
18,1.278754,141,2.152288,40,1.612784,'out of focus',1381,3.140508,0
54,1.740363,53,1.732394,18,1.278754,'out of focus',1513,3.180126,1
56,1.755875,65,1.819544,30,1.491362,'out of focus',1512,3.179839,1
63,1.80618,55,1.748188,24,1.39794,'out of focus',1719,3.235528,1
21,1.342423,82,1.919078,61,1.792392,'out of focus',2179,3.338456,1
29,1.477121,90,1.959041,29,1.477121,'out of focus',2264,3.355068,1
30,1.491362,92,1.968483,30,1.491362,'out of focus',2236,3.349666,1
48,1.690196,88,1.94939,19,1.30103,'out of focus',2275,3.357172,1
4,0.69897,113,2.056905,94,1.977724,'out of focus',2255,3.353339,1
2,0.477121,125,2.100371,106,2.029384,'out of focus',2236,3.349666,1
3,0.60206,362,2.559907,176,2.247973,'out of focus',955,2.980458,1
3,0.60206,365,2.563481,179,2.255273,'out of focus',912,2.960471,1
5,0.778151,359,2.556303,176,2.247973,'out of focus',893,2.951338,1
4,0.69897,368,2.567026,188,2.276462,'out of focus',701,2.846337,1
2,0.477121,352,2.547775,173,2.240549,'out of focus',744,2.872156,1
14,1.176091,306,2.487138,127,2.10721,'out of focus',839,2.924279,1
0,0,295,2.471292,115,2.064458,'out of focus',841,2.925312,1
4,0.69897,270,2.432969,98,1.995635,'out of focus',830,2.919601,1
11,1.079181,235,2.372912,109,2.041393,'out of focus',986,2.994317,1
0,0,230,2.363612,109,2.041393,'out of focus',984,2.993436,1
3,0.60206,236,2.374748,132,2.123852,'out of focus',984,2.993436,1
5,0.778151,247,2.394452,149,2.176091,'out of focus',987,2.994757,1
9,1,235,2.372912,118,2.075547,'out of focus',1213,3.084219,1
9,1,200,2.303196,144,2.161368,'out of focus',1590,3.20167,1
2,0.477121,209,2.322219,139,2.146128,'out of focus',1578,3.198382,1
9,1,253,2.404834,120,2.082785,'out of focus',1699,3.230449,1
1,0.30103,235,2.372912,84,1.929419,'out of focus',1716,3.23477,1
2,0.477121,233,2.369216,75,1.880814,'out of focus',1713,3.234011,1
4,0.69897,195,2.292256,59,1.778151,'out of focus',1631,3.21272,1
5,0.778151,181,2.260071,59,1.778151,'out of focus',1492,3.17406,1
3,0.60206,211,2.326336,122,2.089905,'out of focus',1732,3.238799,1
10,1.041393,192,2.285557,99,2,'out of focus',1901,3.279211,1
22,1.361728,107,2.033424,47,1.681241,'out of focus',2395,3.379487,0
38,1.591065,47,1.681241,0,0,'out of focus',2834,3.452553,0
95,1.982271,4,0.69897,0,0,'in focus',2663,3.425534,1
6,0.845098,6,0.845098,6,0.845098,'out of focus',2522,3.401917,1
8,0.954243,52,1.724276,52,1.724276,'out of focus',2181,3.338855,1
9,1,155,2.193125,122,2.089905,'out of focus',1960,3.292478,1
9,1,217,2.338456,165,2.220108,'out of focus',1788,3.25261,1
6,0.845098,265,2.424882,143,2.158362,'out of focus',1476,3.169381,1
14,1.176091,268,2.429752,104,2.021189,'out of focus',1282,3.108227,0
25,1.414973,190,2.281033,43,1.643453,'out of focus',1381,3.140508,1
4,0.69897,106,2.029384,106,2.029384,'out of focus',1540,3.187803,0
16,1.230449,60,1.78533,60,1.78533,'in focus',2405,3.381296,1
36,1.568202,60,1.78533,0,0,'out of focus',2504,3.398808,1
36,1.568202,60,1.78533,0,0,'out of focus',2504,3.398808,1
4,0.69897,143,2.158362,114,2.060698,'out of focus',2353,3.371806,1
9,1,143,2.158362,92,1.968483,'out of focus',2436,3.386856,1
20,1.322219,127,2.10721,29,1.477121,'out of focus',1476,3.169381,0
21,1.342423,127,2.10721,25,1.414973,'out of focus',1511,3.179552,0
32,1.518514,156,2.1959,37,1.579784,'out of focus',1477,3.169674,0
6,0.845098,126,2.103804,25,1.414973,'out of focus',1914,3.282169,1
18,1.278754,82,1.919078,8,0.954243,'out of focus',2385,3.37767,1
29,1.477121,55,1.748188,1,0.30103,'out of focus',2584,3.412461,1
3,0.60206,170,2.232996,51,1.716003,'out of focus',1906,3.280351,1
4,0.69897,166,2.222716,48,1.690196,'out of focus',1925,3.284656,1
6,0.845098,164,2.217484,44,1.653213,'out of focus',1992,3.299507,1
2,0.477121,147,2.170262,74,1.875061,'out of focus',2177,3.338058,0
433,2.63749,0,0,0,0,'in focus',1048,3.020775,1
16,1.230449,12,1.113943,12,1.113943,'out of focus',2337,3.368845,0
21,1.342423,12,1.113943,12,1.113943,'out of focus',2420,3.383995,0
44,1.653213,12,1.113943,0,0,'out of focus',4278,3.631342,0
45,1.662758,12,1.113943,0,0,'out of focus',4409,3.644439,0
62,1.799341,4,0.69897,4,0.69897,'out of focus',5617,3.749582,0
73,1.869232,8,0.954243,8,0.954243,'out of focus',5121,3.70944,1
16,1.230449,75,1.880814,67,1.832509,'out of focus',5350,3.728435,1
18,1.278754,75,1.880814,67,1.832509,'out of focus',5350,3.728435,1
24,1.39794,75,1.880814,67,1.832509,'out of focus',5302,3.724522,1
1451,3.161967,1088,3.037028,560,2.748963,'out of focus',3431,3.535547,1
9,1,1127,3.052309,515,2.71265,'out of focus',3550,3.550351,1
11,1.079181,1131,3.053846,547,2.738781,'out of focus',3493,3.543323,1
23,1.380211,680,2.833147,396,2.598791,'out of focus',3643,3.561578,0
8,0.954243,129,2.113943,77,1.892095,'out of focus',744,2.872156,1
5,0.778151,146,2.167317,92,1.968483,'out of focus',839,2.924279,1
1,0.30103,178,2.252853,108,2.037427,'out of focus',1016,3.007321,1
32,1.518514,103,2.017033,0,0,'out of focus',1608,3.206556,1
7,0.90309,61,1.792392,42,1.633468,'out of focus',1642,3.215638,1
3,0.60206,70,1.851258,51,1.716003,'out of focus',1653,3.218536,1
8,0.954243,61,1.792392,61,1.792392,'out of focus',1701,3.23096,1
9,1,61,1.792392,56,1.755875,'out of focus',1694,3.22917,1
5,0.778151,201,2.305351,109,2.041393,'out of focus',1738,3.2403,1
25,1.414973,174,2.243038,35,1.556303,'out of focus',1302,3.114944,1
25,1.414973,174,2.243038,35,1.556303,'out of focus',1302,3.114944,1
21,1.342423,131,2.120574,98,1.995635,'out of focus',1062,3.026533,0
66,1.826075,42,1.633468,0,0,'out of focus',1634,3.213518,1
34,1.544068,64,1.812913,0,0,'out of focus',2259,3.354108,1
54,1.740363,37,1.579784,0,0,'out of focus',2297,3.36135,1
5,0.778151,48,1.690196,48,1.690196,'out of focus',1645,3.21643,0
11849,4.073718,163,2.214844,132,2.123852,'in focus',4557,3.658774,1
11854,4.073902,155,2.193125,132,2.123852,'out of focus',5049,3.703291,1
11859,4.074085,144,2.161368,124,2.09691,'out of focus',5405,3.732876,1
11883,4.074963,132,2.123852,0,0,'out of focus',6373,3.804412,1
11,1.079181,201,2.305351,201,2.305351,'out of focus',5891,3.770263,1
11,1.079181,227,2.357935,166,2.222716,'out of focus',5863,3.768194,1
9,1,240,2.382017,95,1.982271,'out of focus',5398,3.732313,1
19,1.30103,104,2.021189,23,1.380211,'out of focus',2790,3.44576,0
10,1.041393,190,2.281033,154,2.190332,'out of focus',465,2.668386,0
181,2.260071,107,2.033424,0,0,'out of focus',253,2.404834,0
189,2.278754,64,1.812913,40,1.612784,'out of focus',360,2.557507,0
193,2.287802,50,1.70757,40,1.612784,'out of focus',224,2.352183,0
15,1.20412,52,1.724276,38,1.591065,'out of focus',1499,3.176091,1
15,1.20412,52,1.724276,38,1.591065,'out of focus',1499,3.176091,1
6,0.845098,115,2.064458,66,1.826075,'out of focus',1981,3.297104,1
9,1,115,2.064458,65,1.819544,'out of focus',2011,3.303628,1
6,0.845098,135,2.133539,97,1.991226,'out of focus',2044,3.310693,1
9,1,182,2.262451,84,1.929419,'out of focus',2934,3.467608,0
48,1.690196,84,1.929419,0,0,'in focus',718,2.856729,1
49,1.69897,76,1.886491,0,0,'out of focus',718,2.856729,1
4,0.69897,6,0.845098,6,0.845098,'out of focus',775,2.889862,1
6,0.845098,237,2.376577,118,2.075547,'out of focus',667,2.824776,1
7,0.90309,218,2.340444,80,1.908485,'out of focus',674,2.829304,1
5,0.778151,160,2.206826,63,1.80618,'out of focus',904,2.956649,0
9,1,43,1.643453,34,1.544068,'out of focus',1345,3.129045,1
16,1.230449,34,1.544068,34,1.544068,'out of focus',1275,3.105851,1
2,0.477121,83,1.924279,49,1.69897,'out of focus',1206,3.081707,1
3,0.60206,98,1.995635,64,1.812913,'out of focus',1168,3.067815,1
44,1.653213,64,1.812913,0,0,'out of focus',886,2.947924,1
19,1.30103,78,1.897627,49,1.69897,'out of focus',478,2.680336,1
26,1.431364,29,1.477121,22,1.361728,'out of focus',876,2.943,1
2,0.477121,39,1.60206,10,1.041393,'out of focus',1000,3.000434,1
3,0.60206,64,1.812913,42,1.633468,'out of focus',975,2.98945,1
1,0.30103,53,1.732394,44,1.653213,'out of focus',977,2.990339,1
9,1,89,1.954243,89,1.954243,'out of focus',1022,3.009876,1
14,1.176091,114,2.060698,81,1.913814,'out of focus',998,2.999565,1
12,1.113943,99,2,38,1.591065,'out of focus',944,2.975432,1
15,1.20412,99,2,38,1.591065,'out of focus',989,2.995635,1
4,0.69897,156,2.1959,105,2.025306,'out of focus',559,2.748188,1
11,1.079181,165,2.220108,75,1.880814,'out of focus',541,2.733999,1
1,0.30103,217,2.338456,105,2.025306,'out of focus',556,2.745855,1
4,0.69897,173,2.240549,78,1.897627,'out of focus',595,2.775246,1
0,0,173,2.240549,78,1.897627,'out of focus',595,2.775246,1
2,0.477121,165,2.220108,83,1.924279,'out of focus',509,2.70757,1
3,0.60206,161,2.209515,88,1.94939,'out of focus',503,2.702431,1
2,0.477121,188,2.276462,119,2.079181,'out of focus',431,2.635484,1
5,0.778151,186,2.271842,107,2.033424,'out of focus',388,2.58995,1
6,0.845098,197,2.296665,129,2.113943,'out of focus',414,2.618048,1
4,0.69897,248,2.396199,116,2.068186,'out of focus',442,2.646404,1
15,1.20412,206,2.31597,51,1.716003,'out of focus',487,2.68842,1
9,1,123,2.093422,95,1.982271,'out of focus',596,2.775974,1
1,0.30103,0,0,0,0,'in focus',38,1.591065,0
29,1.477121,0,0,0,0,'out of focus',34,1.544068,0
14,1.176091,31,1.50515,31,1.50515,'out of focus',146,2.167317,0
34,1.544068,31,1.50515,0,0,'out of focus',148,2.173186,0
37,1.579784,31,1.50515,0,0,'out of focus',148,2.173186,0
10203,4.00877,21,1.342423,12,1.113943,'in focus',361,2.558709,0
10208,4.008983,21,1.342423,12,1.113943,'out of focus',344,2.537819,0
10217,4.009366,21,1.342423,12,1.113943,'out of focus',346,2.540329,0
1,0.30103,129,2.113943,129,2.113943,'out of focus',350,2.545307,1
1,0.30103,148,2.173186,144,2.161368,'out of focus',499,2.69897,1
6,0.845098,216,2.33646,115,2.064458,'out of focus',779,2.892095,1
16,1.230449,162,2.212188,83,1.924279,'out of focus',779,2.892095,1
27,1.447158,126,2.103804,20,1.322219,'out of focus',776,2.890421,1
36,1.568202,115,2.064458,0,0,'out of focus',804,2.905796,1
19,1.30103,58,1.770852,58,1.770852,'out of focus',918,2.963316,0
27,1.447158,58,1.770852,27,1.447158,'out of focus',860,2.935003,0
12,1.113943,144,2.161368,117,2.071882,'out of focus',524,2.720159,1
2,0.477121,165,2.220108,111,2.049218,'out of focus',545,2.737193,1
6,0.845098,165,2.220108,85,1.934498,'out of focus',545,2.737193,1
13,1.146128,165,2.220108,43,1.643453,'out of focus',762,2.882525,1
38,1.591065,24,1.39794,0,0,'out of focus',1178,3.071514,0
162,2.212188,0,0,0,0,'in focus',181,2.260071,1
20,1.322219,0,0,0,0,'out of focus',2,0.477121,0
22,1.361728,0,0,0,0,'out of focus',2,0.477121,0
1141,3.057666,76,1.886491,0,0,'in focus',120,2.082785,0
2,0.477121,71,1.857333,55,1.748188,'out of focus',146,2.167317,1
1,0.30103,84,1.929419,68,1.838849,'out of focus',159,2.20412,1
5,0.778151,84,1.929419,68,1.838849,'out of focus',159,2.20412,1
19,1.30103,71,1.857333,63,1.80618,'out of focus',162,2.212188,1
0,0,107,2.033424,39,1.60206,'out of focus',198,2.298853,1
5,0.778151,147,2.170262,79,1.90309,'out of focus',238,2.378398,1
5,0.778151,203,2.30963,160,2.206826,'out of focus',327,2.515874,1
14,1.176091,291,2.465383,140,2.149219,'out of focus',364,2.562293,1
18,1.278754,330,2.519828,163,2.214844,'out of focus',408,2.611723,1
5,0.778151,144,2.161368,36,1.568202,'out of focus',376,2.576341,1
9,1,138,2.143015,36,1.568202,'out of focus',376,2.576341,1
5,0.778151,52,1.724276,41,1.623249,'out of focus',378,2.578639,1
15,1.20412,52,1.724276,16,1.230449,'out of focus',334,2.525045,1
33,1.531479,93,1.973128,45,1.662758,'out of focus',353,2.549003,1
20,1.322219,110,2.045323,82,1.919078,'out of focus',252,2.403121,1
29,1.477121,110,2.045323,3,0.60206,'out of focus',252,2.403121,1
36,1.568202,110,2.045323,0,0,'out of focus',252,2.403121,1
5,0.778151,34,1.544068,34,1.544068,'out of focus',378,2.578639,1
13,1.146128,34,1.544068,34,1.544068,'out of focus',480,2.682145,1
5,0.778151,68,1.838849,56,1.755875,'out of focus',476,2.678518,1
14,1.176091,71,1.857333,37,1.579784,'out of focus',623,2.795185,1
10,1.041393,72,1.863323,33,1.531479,'out of focus',1406,3.148294,0
4270,3.63053,0,0,0,0,'in focus',17,1.255273,0
4273,3.630835,0,0,0,0,'out of focus',17,1.255273,0
4290,3.632559,0,0,0,0,'out of focus',17,1.255273,0
2,0.477121,86,1.939519,86,1.939519,'out of focus',330,2.519828,1
1,0.30103,97,1.991226,95,1.982271,'out of focus',375,2.575188,1
3,0.60206,140,2.149219,107,2.033424,'out of focus',512,2.710117,0
4,0.69897,140,2.149219,102,2.012837,'out of focus',529,2.724276,1
7,0.90309,111,2.049218,62,1.799341,'out of focus',1137,3.056142,1
2,0.477121,134,2.130334,106,2.029384,'out of focus',1146,3.059563,1
8,0.954243,134,2.130334,106,2.029384,'out of focus',1089,3.037427,1
11,1.079181,134,2.130334,92,1.968483,'out of focus',1079,3.033424,1
6,0.845098,88,1.94939,50,1.70757,'out of focus',1310,3.117603,0
8,0.954243,68,1.838849,50,1.70757,'out of focus',1291,3.111263,0
18,1.278754,135,2.133539,70,1.851258,'in focus',674,2.829304,1
37,1.579784,179,2.255273,44,1.653213,'out of focus',1090,3.037825,1
1,0.30103,199,2.30103,191,2.283301,'out of focus',1410,3.149527,1
3,0.60206,191,2.283301,191,2.283301,'out of focus',1505,3.177825,1
9,1,191,2.283301,147,2.170262,'out of focus',1679,3.225309,1
7171,3.85564,0,0,0,0,'in focus',32,1.518514,1
3,0.60206,43,1.643453,43,1.643453,'out of focus',260,2.416641,1
3,0.60206,161,2.209515,155,2.193125,'out of focus',476,2.678518,0
2708,3.432809,1886,3.275772,1206,3.081707,'in focus',6727,3.827886,1
2717,3.434249,1804,3.256477,1016,3.007321,'out of focus',7090,3.850707,1
9,1,1252,3.097951,307,2.488551,'out of focus',7846,3.894704,0
18,1.278754,907,2.958086,73,1.869232,'out of focus',7682,3.885531,0
1,0.30103,549,2.740363,99,2,'out of focus',4369,3.640481,1
9,1,215,2.334454,74,1.875061,'out of focus',4797,3.68106,0
96,1.986772,1,0.30103,1,0.30103,'out of focus',3374,3.528274,1
123,2.093422,11,1.079181,11,1.079181,'out of focus',3188,3.503655,1
4,0.69897,27,1.447158,16,1.230449,'out of focus',2767,3.442166,1
7662,3.884399,8,0.954243,8,0.954243,'in focus',1751,3.243534,1
4,0.69897,26,1.431364,18,1.278754,'in focus',1785,3.251881,1
1,0.30103,38,1.591065,30,1.491362,'in focus',1753,3.24403,1
8,0.954243,38,1.591065,30,1.491362,'in focus',1632,3.212986,1
3,0.60206,119,2.079181,89,1.954243,'in focus',1373,3.137987,1
8,0.954243,119,2.079181,89,1.954243,'in focus',1446,3.160469,1
9,1,119,2.079181,89,1.954243,'in focus',1437,3.157759,1
10,1.041393,119,2.079181,89,1.954243,'in focus',1440,3.158664,1
11,1.079181,128,2.11059,98,1.995635,'in focus',1449,3.161368,1
11,1.079181,128,2.11059,98,1.995635,'in focus',1449,3.161368,1
0,0,129,2.113943,99,2,'in focus',1450,3.161667,1
1,0.30103,129,2.113943,99,2,'in focus',1450,3.161667,1
2,0.477121,129,2.113943,94,1.977724,'in focus',1450,3.161667,1
3,0.60206,129,2.113943,86,1.939519,'in focus',1450,3.161667,1
4,0.69897,129,2.113943,78,1.897627,'in focus',1450,3.161667,1
5,0.778151,129,2.113943,69,1.845098,'in focus',1430,3.15564,1
8,0.954243,129,2.113943,59,1.778151,'in focus',1373,3.137987,1
5,0.778151,113,2.056905,24,1.39794,'in focus',1289,3.11059,1
8,0.954243,100,2.004321,39,1.60206,'in focus',1098,3.040998,1
21,1.342423,68,1.838849,43,1.643453,'out of focus',1250,3.097257,1
5,0.778151,90,1.959041,75,1.880814,'in focus',1704,3.231724,1
16,1.230449,135,2.133539,46,1.672098,'out of focus',2061,3.314289,1
11,1.079181,155,2.193125,20,1.322219,'out of focus',1863,3.270446,1
16,1.230449,139,2.146128,20,1.322219,'out of focus',1806,3.256958,1
1,0.30103,103,2.017033,35,1.556303,'in focus',1702,3.231215,1
3,0.60206,144,2.161368,116,2.068186,'out of focus',1498,3.175802,0
7,0.90309,121,2.08636,55,1.748188,'out of focus',1801,3.255755,1
2,0.477121,97,1.991226,39,1.60206,'out of focus',1782,3.251151,1
4,0.69897,96,1.986772,25,1.414973,'out of focus',1809,3.257679,1
3,0.60206,143,2.158362,118,2.075547,'in focus',1787,3.252368,1
24,1.39794,128,2.11059,53,1.732394,'out of focus',1855,3.268578,0
6,0.845098,250,2.399674,131,2.120574,'in focus',1291,3.111263,1
6,0.845098,224,2.352183,90,1.959041,'out of focus',1369,3.136721,1
3,0.60206,214,2.332438,109,2.041393,'in focus',1411,3.149835,1
2,0.477121,223,2.350248,114,2.060698,'out of focus',1570,3.196176,1
4,0.69897,213,2.330414,115,2.064458,'in focus',1576,3.197832,1
7,0.90309,228,2.359835,106,2.029384,'out of focus',1764,3.246745,0
1,0.30103,229,2.361728,107,2.033424,'out of focus',1759,3.245513,0
2,0.477121,233,2.369216,107,2.033424,'out of focus',1750,3.243286,0
2,0.477121,116,2.068186,85,1.934498,'out of focus',1975,3.295787,1
14,1.176091,116,2.068186,85,1.934498,'in focus',2028,3.307282,1
7,0.90309,107,2.033424,16,1.230449,'out of focus',2099,3.322219,0
8,0.954243,130,2.117271,65,1.819544,'out of focus',1010,3.004751,1
10,1.041393,114,2.060698,65,1.819544,'out of focus',942,2.974512,1
13,1.146128,101,2.0086,65,1.819544,'out of focus',890,2.949878,1
13,1.146128,101,2.0086,65,1.819544,'out of focus',890,2.949878,1
85,1.934498,0,0,0,0,'out of focus',1795,3.254306,1
87,1.944483,0,0,0,0,'out of focus',1785,3.251881,1
5,0.778151,28,1.462398,28,1.462398,'in focus',2047,3.31133,0
36,1.568202,24,1.39794,0,0,'in focus',3337,3.523486,1
2,0.477121,66,1.826075,47,1.681241,'out of focus',3261,3.513484,1
4,0.69897,77,1.892095,58,1.770852,'out of focus',3204,3.505828,1
4,0.69897,77,1.892095,58,1.770852,'out of focus',3204,3.505828,1
5,0.778151,94,1.977724,94,1.977724,'in focus',2694,3.430559,1
6,0.845098,94,1.977724,91,1.963788,'in focus',2682,3.428621,1
4,0.69897,147,2.170262,100,2.004321,'in focus',2587,3.412964,1
8,0.954243,197,2.296665,102,2.012837,'out of focus',2018,3.305136,1
7,0.90309,170,2.232996,79,1.90309,'out of focus',1879,3.274158,1
7,0.90309,100,2.004321,21,1.342423,'in focus',1845,3.266232,1
31,1.50515,155,2.193125,2,0.477121,'out of focus',2016,3.304706,1
64,1.812913,18,1.278754,18,1.278754,'out of focus',3221,3.508126,1
70,1.851258,34,1.544068,34,1.544068,'out of focus',3158,3.49955,1
26,1.431364,115,2.064458,26,1.431364,'out of focus',2885,3.460296,0
884,2.946943,197,2.296665,108,2.037427,'out of focus',4023,3.604658,1
1,0.30103,167,2.225309,89,1.954243,'in focus',3794,3.579212,1
3,0.60206,173,2.240549,95,1.982271,'in focus',3774,3.576917,1
8,0.954243,183,2.264818,99,2,'in focus',3655,3.563006,1
1,0.30103,195,2.292256,87,1.944483,'in focus',3489,3.542825,1
9,1,210,2.324282,73,1.869232,'in focus',2973,3.473341,1
6,0.845098,176,2.247973,83,1.924279,'in focus',2717,3.434249,1
9,1,150,2.178977,63,1.80618,'out of focus',2917,3.465085,1
397,2.599883,0,0,0,0,'out of focus',5372,3.730217,1
401,2.604226,1,0.30103,1,0.30103,'in focus',5189,3.715167,1
2,0.477121,14,1.176091,14,1.176091,'out of focus',5119,3.70927,1
10,1.041393,14,1.176091,14,1.176091,'out of focus',5178,3.714246,1
15,1.20412,14,1.176091,14,1.176091,'in focus',5290,3.723538,1
20,1.322219,14,1.176091,14,1.176091,'in focus',5089,3.706718,1
10,1.041393,144,2.161368,104,2.021189,'out of focus',4410,3.644537,1
15,1.20412,138,2.143015,91,1.963788,'out of focus',4525,3.655715,1
11,1.079181,363,2.561101,288,2.460898,'out of focus',4142,3.617315,0
494,2.694605,104,2.021189,58,1.770852,'out of focus',4171,3.620344,0
7,0.90309,66,1.826075,66,1.826075,'out of focus',4555,3.658584,0
14,1.176091,66,1.826075,66,1.826075,'out of focus',4291,3.63266,0
17,1.255273,68,1.838849,68,1.838849,'out of focus',4132,3.616265,0
27,1.447158,105,2.025306,65,1.819544,'out of focus',3547,3.549984,0
33,1.531479,131,2.120574,65,1.819544,'out of focus',3281,3.516139,0
48,1.690196,145,2.164353,72,1.863323,'out of focus',2811,3.449015,0
50,1.70757,144,2.161368,64,1.812913,'out of focus',2774,3.443263,0
66,1.826075,154,2.190332,85,1.934498,'out of focus',2166,3.335859,0
38,1.591065,111,2.049218,0,0,'out of focus',2379,3.376577,0
42,1.633468,111,2.049218,0,0,'out of focus',2537,3.404492,0
56,1.755875,26,1.431364,0,0,'out of focus',2888,3.460748,1
70,1.851258,4,0.69897,4,0.69897,'out of focus',3351,3.525304,1
4,0.69897,195,2.292256,88,1.94939,'in focus',3777,3.577262,1
4,0.69897,203,2.30963,100,2.004321,'out of focus',3953,3.597037,0
385,2.586587,44,1.653213,0,0,'in focus',1437,3.157759,1
440,2.644439,0,0,0,0,'out of focus',0,0,0
443,2.647383,0,0,0,0,'out of focus',0,0,0
454,2.658011,0,0,0,0,'out of focus',0,0,0
306,2.487138,0,0,0,0,'in focus',27,1.447158,0
10,1.041393,56,1.755875,56,1.755875,'out of focus',380,2.580925,0
4,0.69897,268,2.429752,104,2.021189,'in focus',1342,3.128076,1
8,0.954243,228,2.359835,91,1.963788,'out of focus',1365,3.135451,1
54,1.740363,34,1.544068,0,0,'out of focus',2772,3.44295,1
14,1.176091,107,2.033424,102,2.012837,'out of focus',2438,3.387212,1
15,1.20412,107,2.033424,98,1.995635,'out of focus',2427,3.385249,1
3,0.60206,121,2.08636,69,1.845098,'out of focus',2319,3.365488,1
9,1,121,2.08636,27,1.447158,'out of focus',2323,3.366236,1
14,1.176091,121,2.08636,14,1.176091,'out of focus',2152,3.333044,1
3576,3.553519,0,0,0,0,'in focus',0,0,0
7,0.90309,0,0,0,0,'out of focus',0,0,1
16,1.230449,0,0,0,0,'out of focus',0,0,1
21,1.342423,0,0,0,0,'out of focus',0,0,1
6,0.845098,0,0,0,0,'out of focus',0,0,1
3,0.60206,0,0,0,0,'out of focus',0,0,1
1,0.30103,0,0,0,0,'out of focus',0,0,1
4,0.69897,0,0,0,0,'out of focus',0,0,1
7,0.90309,0,0,0,0,'out of focus',0,0,1
1,0.30103,0,0,0,0,'out of focus',0,0,1
7,0.90309,0,0,0,0,'out of focus',0,0,1
0,0,0,0,0,0,'out of focus',0,0,1
2,0.477121,0,0,0,0,'out of focus',0,0,1
3,0.60206,0,0,0,0,'out of focus',0,0,1
11,1.079181,0,0,0,0,'out of focus',0,0,1
2,0.477121,0,0,0,0,'out of focus',0,0,1
7,0.90309,0,0,0,0,'out of focus',0,0,1
11,1.079181,0,0,0,0,'out of focus',0,0,1
0,0,0,0,0,0,'out of focus',0,0,1
0,0,0,0,0,0,'out of focus',0,0,0
2,0.477121,0,0,0,0,'out of focus',0,0,0
8,0.954243,0,0,0,0,'out of focus',0,0,1
13,1.146128,0,0,0,0,'out of focus',0,0,1
6,0.845098,0,0,0,0,'out of focus',0,0,1
5,0.778151,0,0,0,0,'out of focus',0,0,1
11,1.079181,0,0,0,0,'out of focus',0,0,1
2,0.477121,0,0,0,0,'out of focus',0,0,1
4,0.69897,0,0,0,0,'out of focus',0,0,1
15,1.20412,0,0,0,0,'out of focus',0,0,1
39,1.60206,0,0,0,0,'out of focus',0,0,1
2,0.477121,0,0,0,0,'out of focus',0,0,1
6,0.845098,0,0,0,0,'out of focus',0,0,1
4,0.69897,0,0,0,0,'out of focus',0,0,1
15,1.20412,0,0,0,0,'out of focus',0,0,1
31,1.50515,0,0,0,0,'out of focus',0,0,1
37,1.579784,0,0,0,0,'out of focus',0,0,1
10,1.041393,0,0,0,0,'out of focus',0,0,0
17,1.255273,0,0,0,0,'out of focus',0,0,1
4,0.69897,0,0,0,0,'out of focus',0,0,1
3,0.60206,0,0,0,0,'out of focus',0,0,1
7,0.90309,0,0,0,0,'out of focus',0,0,1
3,0.60206,0,0,0,0,'out of focus',0,0,1
10,1.041393,0,0,0,0,'out of focus',0,0,1
15,1.20412,0,0,0,0,'out of focus',0,0,1
21,1.342423,0,0,0,0,'out of focus',0,0,1
23,1.380211,0,0,0,0,'out of focus',0,0,1
5,0.778151,0,0,0,0,'out of focus',0,0,1
1,0.30103,0,0,0,0,'out of focus',0,0,1
5,0.778151,0,0,0,0,'out of focus',0,0,1
0,0,0,0,0,0,'out of focus',0,0,1
8,0.954243,0,0,0,0,'out of focus',0,0,1
2,0.477121,0,0,0,0,'out of focus',0,0,1
4,0.69897,0,0,0,0,'out of focus',0,0,1
1,0.30103,0,0,0,0,'out of focus',0,0,1
15,1.20412,0,0,0,0,'out of focus',0,0,1
8,0.954243,0,0,0,0,'out of focus',0,0,0
75,1.880814,0,0,0,0,'out of focus',0,0,0
82,1.919078,0,0,0,0,'in focus',3368,3.527501,1
32,1.518514,26,1.431364,0,0,'out of focus',3263,3.51375,1
32,1.518514,21,1.342423,0,0,'out of focus',3259,3.513218,0
7,0.90309,204,2.311754,134,2.130334,'out of focus',4619,3.664642,1
12,1.113943,204,2.311754,104,2.021189,'out of focus',4564,3.659441,1
20,1.322219,213,2.330414,63,1.80618,'out of focus',4160,3.619198,1
3,0.60206,214,2.332438,43,1.643453,'out of focus',3801,3.580012,1
9,1,230,2.363612,40,1.612784,'out of focus',3712,3.569725,1
14,1.176091,121,2.08636,71,1.857333,'out of focus',2826,3.451326,1
16,1.230449,84,1.929419,77,1.892095,'out of focus',2758,3.440752,0
4,0.69897,23,1.380211,11,1.079181,'out of focus',10502,4.021313,1
15,1.20412,48,1.690196,48,1.690196,'out of focus',6637,3.822037,1
24,1.39794,48,1.690196,31,1.50515,'out of focus',5234,3.718917,1
